id,start_date_t1,start_date_t2,age_t1,age_t2,gender_numeric_t1,gender_numeric_t2,gender_text_t1,gender_text_t2,attentioncheck_1_t1,attentioncheck_2_t1,attentioncheck_1_t2,attentioncheck_2_t2,sites_t1,sites_t2,iri_1_t1,iri_2_t1,iri_3_t1,iri_4_t1,iri_5_t1,iri_6_t1,iri_7_t1,iri_8_t1,iri_9_t1,iri_10_t1,iri_11_t1,iri_12_t1,iri_13_t1,iri_14_t1,iri_15_t1,iri_16_t1,iri_17_t1,iri_18_t1,iri_19_t1,iri_20_t1,iri_21_t1,iri_22_t1,iri_23_t1,iri_24_t1,iri_25_t1,iri_26_t1,iri_27_t1,iri_28_t1,iri_1_t2,iri_2_t2,iri_3_t2,iri_4_t2,iri_5_t2,iri_6_t2,iri_7_t2,iri_8_t2,iri_9_t2,iri_10_t2,iri_11_t2,iri_12_t2,iri_13_t2,iri_14_t2,iri_15_t2,iri_16_t2,iri_17_t2,iri_18_t2,iri_19_t2,iri_20_t2,iri_21_t2,iri_22_t2,iri_23_t2,iri_24_t2,iri_25_t2,iri_26_t2,iri_27_t2,iri_28_t2,eq_1_t1,eq_4_t1,eq_6_t1,eq_8_t1,eq_10_t1,eq_11_t1,eq_12_t1,eq_14_t1,eq_15_t1,eq_18_t1,eq_19_t1,eq_21_t1,eq_22_t1,eq_25_t1,eq_26_t1,eq_27_t1,eq_28_t1,eq_29_t1,eq_32_t1,eq_34_t1,eq_35_t1,eq_36_t1,eq_37_t1,eq_38_t1,eq_39_t1,eq_41_t1,eq_42_t1,eq_43_t1,eq_44_t1,eq_46_t1,eq_48_t1,eq_49_t1,eq_50_t1,eq_52_t1,eq_54_t1,eq_55_t1,eq_57_t1,eq_58_t1,eq_59_t1,eq_60_t1,eq_1_t2,eq_4_t2,eq_6_t2,eq_8_t2,eq_10_t2,eq_11_t2,eq_12_t2,eq_14_t2,eq_15_t2,eq_18_t2,eq_19_t2,eq_21_t2,eq_22_t2,eq_25_t2,eq_26_t2,eq_27_t2,eq_28_t2,eq_29_t2,eq_32_t2,eq_34_t2,eq_35_t2,eq_36_t2,eq_37_t2,eq_38_t2,eq_39_t2,eq_41_t2,eq_42_t2,eq_43_t2,eq_44_t2,eq_46_t2,eq_48_t2,eq_49_t2,eq_50_t2,eq_52_t2,eq_54_t2,eq_55_t2,eq_57_t2,eq_58_t2,eq_59_t2,eq_60_t2,pet_1_t1,pet_2_t1,pet_3_t1,pet_4_t1,pet_5_t1,pet_6_t1,pet_7_t1,pet_1_t2,pet_2_t2,pet_3_t2,pet_4_t2,pet_5_t2,pet_6_t2,pet_7_t2,eyes_1_t1,eyes_2_t1,eyes_3_t1,eyes_4_t1,eyes_5_t1,eyes_6_t1,eyes_7_t1,eyes_8_t1,eyes_9_t1,eyes_10_t1,eyes_11_t1,eyes_12_t1,eyes_13_t1,eyes_14_t1,eyes_15_t1,eyes_16_t1,eyes_17_t1,eyes_18_t1,eyes_19_t1,eyes_20_t1,eyes_21_t1,eyes_22_t1,eyes_23_t1,eyes_24_t1,eyes_25_t1,eyes_26_t1,eyes_27_t1,eyes_28_t1,eyes_29_t1,eyes_30_t1,eyes_31_t1,eyes_32_t1,eyes_33_t1,eyes_34_t1,eyes_35_t1,eyes_36_t1,eyes_1_t2,eyes_2_t2,eyes_3_t2,eyes_4_t2,eyes_5_t2,eyes_6_t2,eyes_7_t2,eyes_8_t2,eyes_9_t2,eyes_10_t2,eyes_11_t2,eyes_12_t2,eyes_13_t2,eyes_14_t2,eyes_15_t2,eyes_16_t2,eyes_17_t2,eyes_18_t2,eyes_19_t2,eyes_20_t2,eyes_21_t2,eyes_22_t2,eyes_23_t2,eyes_24_t2,eyes_25_t2,eyes_26_t2,eyes_27_t2,eyes_28_t2,eyes_29_t2,eyes_30_t2,eyes_31_t2,eyes_32_t2,eyes_33_t2,eyes_34_t2,eyes_35_t2,eyes_36_t2,ptt_1_t1,ptt_2_t1,ptt_3_t1,ptt_4_t1,ptt_5_t1,ptt_6_t1,ptt_7_t1,ptt_8_t1,ptt_9_t1,ptt_10_t1,ptt_11_t1,ptt_12_t1,ptt_13_t1,ptt_14_t1,ptt_15_t1,ptt_16_t1,ptt_17_t1,ptt_18_t1,ptt_19_t1,ptt_20_t1,ptt_21_t1,ptt_22_t1,ptt_23_t1,ptt_24_t1,ptt_25_t1,ptt_26_t1,ptt_27_t1,ptt_28_t1,ptt_29_t1,ptt_30_t1,ptt_31_t1,ptt_32_t1,ptt_1_t2,ptt_2_t2,ptt_3_t2,ptt_4_t2,ptt_5_t2,ptt_6_t2,ptt_7_t2,ptt_8_t2,ptt_9_t2,ptt_10_t2,ptt_11_t2,ptt_12_t2,ptt_13_t2,ptt_14_t2,ptt_15_t2,ptt_16_t2,ptt_17_t2,ptt_18_t2,ptt_19_t2,ptt_20_t2,ptt_21_t2,ptt_22_t2,ptt_23_t2,ptt_24_t2,ptt_25_t2,ptt_26_t2,ptt_27_t2,ptt_28_t2,ptt_29_t2,ptt_30_t2,ptt_31_t2,ptt_32_t2,ptp_1_t1,ptp_2_t1,ptp_3_t1,ptp_4_t1,ptp_5_t1,ptp_6_t1,ptp_7_t1,ptp_8_t1,ptp_9_t1,ptp_1_t2,ptp_2_t2,ptp_3_t2,ptp_4_t2,ptp_5_t2,ptp_6_t2,ptp_7_t2,ptp_8_t2,ptp_9_t2
1,10/07/2023 01:30,20/07/2023 11:48,35,35,female,female,NA,NA,C,strongly agree,C,strongly agree,5 Very true of me.,4,B,D,A - DOES NOT DESCRIBE ME VERY WELL,A - DOES NOT DESCRIBE ME VERY WELL,D,D,A - DOES NOT DESCRIBE ME VERY WELL,D,D,D,D,D,C,B,C,D,C,A - DOES NOT DESCRIBE ME VERY WELL,C,C,D,D,D,C,C,C,C,D,D,D,B,B,D,C,B,D,D,C,D,C,C,B,C,D,C,B,C,C,D,D,D,B,D,D,C,D,slightly agree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly agree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly agree,slightly agree,slightly agree,slightly agree,slightly agree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly agree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly agree,slightly disagree,strongly disagree,slightly disagree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly disagree,slightly agree,slightly agree,slightly agree,quite a lot,it arouses some feelings,it arouses some feelings,quite a lot,a little bit,quite a lot,it arouses some feelings,quite a lot,it arouses some feelings,quite a lot,quite a lot,it arouses some feelings,quite a lot,it arouses some feelings,playful,upset,desire,relaxed,worried,fantasizing,uneasy,despondent,hostile,bored,regretful,sceptical,anticipating,disappointed,contemplative,thoughtful,doubtful,decisive,tentative,friendly,fantasizing,preoccupied,apologetic,pensive,interested,hostile,cautious,interested,irritated,flirtatious,confident,serious,concerned,distrustful,nervous,suspicious,playful,upset,desire,relaxed,worried,fantasizing,uneasy,despondent,preoccupied,cautious,regretful,indifferent,anticipating,accusing,encouraging,thoughtful,doubtful,decisive,tentative,friendly,fantasizing,preoccupied,curious,pensive,incredulous,hostile,cautious,contented,reflective,flirtatious,confident,serious,concerned,distrustful,nervous,suspicious,Picture 5,Picture 4,Picture 1,Picture 8,Picture 3,Picture 7,Picture 8,Picture 3,Picture 1,Picture 2,Picture 1,Picture 6,Picture 5,Picture 6,Picture 4,Picture 3,Picture 3,Picture 6,Picture 7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Picture 6,Picture 4,Picture 1,Picture 8,Picture 1,Picture 2,Picture 7,Picture 3,Picture 1,Picture 2,Picture 7,Picture 6,Picture 5,Picture 6,Picture 4,Picture 3,Picture 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red Lego brick,Black chair,Watching television,Green Lego brick,Blue chair,Reading,Blue chair,Blue chair,Reading,Red Lego brick,Black chair,Watching television,Green Lego brick,Blue chair,Reading,Black chair,Black chair,Watching television
2,10/07/2023 01:36,20/07/2023 00:45,37,37,male,male,NA,NA,C,strongly agree,C,strongly agree,5 Very true of me.,4,D,C,B,A - DOES NOT DESCRIBE ME VERY WELL,D,A - DOES NOT DESCRIBE ME VERY WELL,B,D,E - DESCRIBES ME VERY WELL,A - DOES NOT DESCRIBE ME VERY WELL,D,C,B,B,B,C,B,A - DOES NOT DESCRIBE ME VERY WELL,E - DESCRIBES ME VERY WELL,D,D,D,C,A - DOES NOT DESCRIBE ME VERY WELL,C,C,A - DOES NOT DESCRIBE ME VERY WELL,C,C,B,B,B,C,A - DOES NOT DESCRIBE ME VERY WELL,B,D,D,B,D,C,D,B,C,C,A - DOES NOT DESCRIBE ME VERY WELL,B,E - DESCRIBES ME VERY WELL,C,D,C,B,A - DOES NOT DESCRIBE ME VERY WELL,C,C,B,B,strongly agree,slightly agree,slightly disagree,strongly disagree,slightly disagree,slightly disagree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly agree,slightly agree,slightly disagree,slightly agree,slightly agree,strongly agree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly agree,slightly agree,strongly agree,slightly agree,strongly agree,slightly agree,slightly agree,slightly agree,slightly agree,slightly disagree,slightly agree,slightly disagree,strongly agree,slightly agree,strongly agree,slightly agree,slightly agree,slightly agree,slightly agree,slightly agree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly agree,slightly agree,strongly agree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly agree,slightly disagree,slightly agree,very much,it arouses some feelings,it arouses some feelings,quite a lot,very much,quite a lot,it arouses some feelings,quite a lot,it arouses some feelings,it arouses some feelings,quite a lot,quite a lot,quite a lot,it arouses some feelings,playful,upset,desire,insisting,sarcastic,fantasizing,apologetic,despondent,annoyed,insisting,amused,sceptical,anticipating,accusing,contemplative,encouraging,affectionate,decisive,tentative,friendly,fantasizing,preoccupied,defiant,pensive,despondent,alarmed,cautious,interested,reflective,flirtatious,confident,serious,guilty,distrustful,nervous,suspicious,playful,upset,desire,insisting,sarcastic,fantasizing,friendly,despondent,preoccupied,insisting,amused,sceptical,anticipating,accusing,contemplative,encouraging,playful,decisive,tentative,friendly,fantasizing,preoccupied,defiant,pensive,despondent,alarmed,cautious,interested,irritated,flirtatious,confident,serious,concerned,distrustful,nervous,suspicious,Picture 4,Picture 4,Picture 1,Picture 8,Picture 3,Picture 2,Picture 7,Picture 3,Picture 1,Picture 2,Picture 1,Picture 8,Picture 5,Picture 6,Picture 4,Picture 3,Picture 3,Picture 6,Picture 4,Picture 2,Picture 8,Picture 1,Picture 4,Picture 7,NA,NA,NA,NA,NA,NA,NA,NA,Picture 5,Picture 4,Picture 1,Picture 8,Picture 3,Picture 2,Picture 7,Picture 3,Picture 1,Picture 2,Picture 7,Picture 8,Picture 5,Picture 6,Picture 4,Picture 3,Picture 5,Picture 6,Picture 4,Picture 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red Lego brick,Black chair,Watching television,Red Lego brick,Blue chair,Reading,Blue chair,Black chair,Watching television,Red Lego brick,Black chair,Watching television,Green Lego brick,Blue chair,Reading,Blue chair,Black chair,Watching television
3,10/07/2023 01:34,20/07/2023 01:08,44,44,female,female,NA,NA,C,strongly agree,C,strongly agree,4,4,E - DESCRIBES ME VERY WELL,D,B,D,D,C,B,D,D,D,C,B,C,B,B,B,D,B,C,D,D,D,C,C,B,C,B,C,D,D,B,B,D,C,B,D,D,D,C,B,C,B,C,C,D,B,C,D,D,D,C,B,C,D,B,D,slightly disagree,strongly agree,slightly agree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly agree,strongly disagree,slightly agree,slightly disagree,slightly agree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,strongly agree,slightly disagree,slightly disagree,slightly agree,slightly agree,slightly disagree,strongly disagree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly agree,slightly agree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly agree,slightly agree,strongly disagree,slightly agree,slightly disagree,slightly agree,slightly agree,slightly agree,strongly disagree,strongly disagree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly agree,slightly disagree,strongly agree,slightly disagree,slightly disagree,slightly agree,slightly agree,slightly disagree,strongly disagree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly agree,slightly agree,slightly agree,quite a lot,very much,very much,very much,very much,very much,very much,quite a lot,very much,very much,very much,very much,very much,very much,playful,upset,desire,insisting,worried,alarmed,uneasy,despondent,preoccupied,insisting,amused,dispirited,anticipating,accusing,contemplative,thoughtful,doubtful,decisive,tentative,friendly,fantasizing,imploring,defiant,pensive,interested,hostile,reassuring,contented,impatient,flirtatious,confident,serious,concerned,baffled,nervous,suspicious,playful,upset,joking,relaxed,worried,fantasizing,uneasy,despondent,preoccupied,cautious,amused,sceptical,anticipating,accusing,contemplative,thoughtful,doubtful,amused,tentative,friendly,fantasizing,preoccupied,curious,pensive,despondent,anxious,joking,interested,reflective,flirtatious,joking,serious,concerned,terrified,nervous,suspicious,Picture 5,Picture 3,Picture 1,Picture 6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Picture 4,Picture 1,Picture 1,Picture 6,Picture 8,Picture 1,Picture 3,Picture 3,Picture 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red Lego brick,Black chair,Watching television,Green Lego brick,Blue chair,Reading,Black chair,Black chair,Reading,Red Lego brick,Black chair,Watching television,Green Lego brick,Blue chair,Reading,Blue chair,Blue chair,Reading
4,10/07/2023 01:40,NA,22,NA,female,NA,NA,NA,C,strongly agree,NA,NA,4,NA,D,C,C,C,B,C,D,D,D,C,C,D,C,C,C,B,B,C,B,B,D,C,C,B,B,B,B,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly disagree,strongly agree,slightly disagree,slightly disagree,strongly disagree,strongly disagree,slightly agree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly disagree,slightly disagree,strongly agree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,slightly agree,strongly disagree,slightly disagree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,strongly disagree,slightly disagree,slightly disagree,slightly agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,it arouses some feelings,not at all,it arouses some feelings,quite a lot,it arouses some feelings,quite a lot,quite a lot,NA,NA,NA,NA,NA,NA,NA,playful,upset,desire,insisting,worried,fantasizing,uneasy,despondent,hostile,cautious,amused,sceptical,shy,accusing,flustered,encouraging,playful,amused,grateful,friendly,fantasizing,imploring,defiant,hostile,interested,shy,cautious,affectionate,reflective,flirtatious,joking,bewildered,concerned,distrustful,contemplative,ashamed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Picture 5,Picture 4,Picture 1,Picture 8,Picture 1,Picture 3,Picture 7,Picture 3,Picture 4,Picture 3,Picture 6,Picture 2,Picture 5,Picture 6,Picture 1,Picture 8,Picture 7,Picture 5,Picture 5,Picture 2,Picture 4,Picture 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red Lego brick,Black chair,Watching television,Green Lego brick,Blue chair,Reading,Blue chair,Black chair,Reading,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,10/07/2023 01:39,20/07/2023 03:43,27,27,female,female,NA,NA,C,strongly agree,C,strongly agree,5 Very true of me.,5 Very true of me.,C,D,B,B,B,B,B,C,D,C,C,A - DOES NOT DESCRIBE ME VERY WELL,D,D,B,A - DOES NOT DESCRIBE ME VERY WELL,A - DOES NOT DESCRIBE ME VERY WELL,B,D,C,D,B,B,B,B,B,B,B,C,D,A - DOES NOT DESCRIBE ME VERY WELL,A - DOES NOT DESCRIBE ME VERY WELL,C,B,B,C,D,B,C,A - DOES NOT DESCRIBE ME VERY WELL,D,B,B,A - DOES NOT DESCRIBE ME VERY WELL,A - DOES NOT DESCRIBE ME VERY WELL,B,D,C,C,C,D,B,C,A - DOES NOT DESCRIBE ME VERY WELL,A - DOES NOT DESCRIBE ME VERY WELL,B,strongly agree,slightly disagree,strongly agree,slightly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly disagree,slightly disagree,strongly disagree,strongly disagree,strongly disagree,slightly agree,strongly agree,strongly agree,strongly agree,slightly agree,strongly agree,slightly disagree,strongly agree,strongly agree,strongly disagree,strongly disagree,slightly disagree,slightly disagree,strongly agree,strongly agree,strongly agree,slightly agree,strongly agree,slightly agree,slightly agree,strongly agree,slightly disagree,strongly agree,slightly disagree,slightly disagree,strongly disagree,strongly disagree,strongly disagree,slightly disagree,strongly disagree,strongly agree,slightly disagree,slightly agree,strongly agree,strongly agree,slightly disagree,slightly agree,strongly disagree,slightly disagree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly agree,slightly agree,strongly agree,slightly agree,strongly agree,strongly agree,strongly disagree,strongly disagree,slightly disagree,slightly disagree,strongly agree,strongly agree,strongly agree,slightly agree,strongly agree,slightly agree,slightly agree,quite a lot,a little bit,quite a lot,it arouses some feelings,it arouses some feelings,it arouses some feelings,quite a lot,quite a lot,a little bit,it arouses some feelings,it arouses some feelings,it arouses some feelings,it arouses some feelings,a little bit,playful,upset,desire,insisting,worried,fantasizing,apologetic,despondent,preoccupied,cautious,regretful,sceptical,anticipating,disappointed,flustered,thoughtful,playful,bored,tentative,friendly,fantasizing,preoccupied,defiant,pensive,interested,anxious,arrogant,contented,reflective,flirtatious,confident,serious,concerned,distrustful,nervous,indecisive,playful,terrified,desire,insisting,worried,fantasizing,uneasy,despondent,preoccupied,cautious,regretful,sceptical,anticipating,disappointed,contemplative,thoughtful,playful,bored,tentative,friendly,fantasizing,preoccupied,defiant,pensive,despondent,hostile,cautious,interested,reflective,flirtatious,confident,serious,guilty,distrustful,puzzled,suspicious,Picture 6,Picture 4,Picture 1,Picture 8,Picture 3,Picture 2,Picture 7,Picture 3,Picture 1,Picture 8,Picture 7,Picture 8,Picture 5,Picture 6,Picture 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Picture 6,Picture 4,Picture 1,Picture 8,Picture 3,Picture 2,Picture 7,Picture 3,Picture 1,Picture 2,Picture 7,Picture 8,Picture 5,Picture 6,Picture 4,Picture 3,Picture 3,Picture 6,Picture 5,Picture 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red Lego brick,Black chair,Watching television,Green Lego brick,Black chair,Reading,Black chair,Blue chair,Reading,Red Lego brick,Black chair,Watching television,Green Lego brick,Blue chair,Reading,Blue chair,Black chair,Reading
6,10/07/2023 01:38,20/07/2023 02:24,28,28,male,male,NA,NA,C,strongly agree,C,strongly agree,2,4,D,B,A - DOES NOT DESCRIBE ME VERY WELL,D,B,C,D,D,D,A - DOES NOT DESCRIBE ME VERY WELL,C,B,D,C,C,A - DOES NOT DESCRIBE ME VERY WELL,A - DOES NOT DESCRIBE ME VERY WELL,C,C,A - DOES NOT DESCRIBE ME VERY WELL,D,D,B,A - DOES NOT DESCRIBE ME VERY WELL,C,A - DOES NOT DESCRIBE ME VERY WELL,A - DOES NOT DESCRIBE ME VERY WELL,D,D,B,A - DOES NOT DESCRIBE ME VERY WELL,C,A - DOES NOT DESCRIBE ME VERY WELL,B,A - DOES NOT DESCRIBE ME VERY WELL,E - DESCRIBES ME VERY WELL,C,A - DOES NOT DESCRIBE ME VERY WELL,E - DESCRIBES ME VERY WELL,A - DOES NOT DESCRIBE ME VERY WELL,C,C,B,A - DOES NOT DESCRIBE ME VERY WELL,A - DOES NOT DESCRIBE ME VERY WELL,C,D,B,E - DESCRIBES ME VERY WELL,C,A - DOES NOT DESCRIBE ME VERY WELL,B,D,A - DOES NOT DESCRIBE ME VERY WELL,B,D,strongly agree,slightly disagree,slightly agree,slightly agree,slightly agree,strongly disagree,slightly disagree,slightly agree,strongly agree,strongly disagree,strongly agree,slightly agree,slightly agree,strongly agree,strongly agree,slightly agree,slightly disagree,slightly agree,strongly agree,slightly agree,slightly disagree,strongly agree,slightly disagree,slightly agree,strongly agree,strongly agree,slightly disagree,slightly agree,strongly agree,slightly disagree,slightly agree,slightly agree,strongly agree,strongly agree,strongly agree,strongly agree,slightly disagree,strongly agree,slightly disagree,slightly agree,strongly agree,slightly agree,slightly disagree,slightly agree,slightly agree,strongly disagree,slightly disagree,slightly agree,slightly agree,strongly disagree,strongly agree,slightly disagree,strongly agree,strongly agree,strongly agree,slightly disagree,slightly agree,slightly agree,slightly agree,strongly agree,slightly disagree,strongly agree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly disagree,strongly agree,strongly agree,slightly agree,slightly disagree,slightly disagree,strongly agree,strongly agree,strongly agree,strongly agree,slightly agree,strongly agree,slightly disagree,strongly agree,it arouses some feelings,not at all,a little bit,quite a lot,not at all,it arouses some feelings,it arouses some feelings,quite a lot,it arouses some feelings,it arouses some feelings,very much,very much,quite a lot,quite a lot,playful,arrogant,desire,relaxed,sarcastic,impatient,uneasy,despondent,annoyed,insisting,regretful,sceptical,threatening,accusing,contemplative,thoughtful,aghast,aghast,sarcastic,friendly,fantasizing,preoccupied,defiant,irritated,incredulous,hostile,cautious,affectionate,irritated,hostile,ashamed,serious,concerned,terrified,nervous,suspicious,playful,upset,desire,insisting,sarcastic,fantasizing,uneasy,despondent,annoyed,cautious,regretful,sceptical,anticipating,accusing,contemplative,thoughtful,playful,decisive,arrogant,friendly,fantasizing,preoccupied,defiant,hostile,incredulous,hostile,cautious,interested,irritated,hostile,confident,serious,guilty,distrustful,puzzled,suspicious,Picture 6,Picture 4,Picture 1,Picture 8,Picture 3,Picture 7,Picture 3,Picture 3,Picture 1,Picture 8,Picture 6,Picture 6,Picture 4,Picture 6,Picture 4,Picture 3,Picture 7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Picture 6,Picture 4,Picture 1,Picture 8,Picture 3,Picture 2,Picture 3,Picture 3,Picture 1,Picture 2,Picture 7,Picture 8,Picture 5,Picture 6,Picture 4,Picture 3,Picture 3,Picture 6,Picture 2,Picture 7,Picture 3,Picture 1,Picture 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red Lego brick,Black chair,Watching television,Green Lego brick,Blue chair,Reading,Black chair,Blue chair,Watching television,Red Lego brick,Black chair,Watching television,Green Lego brick,Black chair,Reading,Blue chair,Blue chair,Reading
7,10/07/2023 01:39,NA,39,NA,male,NA,NA,NA,C,strongly agree,NA,NA,4,NA,C,C,B,B,B,C,B,C,D,D,D,C,C,C,C,C,B,B,C,C,D,D,D,C,C,D,C,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,slightly agree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly agree,slightly agree,strongly disagree,slightly disagree,slightly disagree,slightly agree,slightly agree,strongly agree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly disagree,slightly agree,slightly agree,slightly agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,very much,quite a lot,quite a lot,very much,quite a lot,very much,very much,NA,NA,NA,NA,NA,NA,NA,playful,upset,desire,insisting,worried,fantasizing,uneasy,despondent,preoccupied,cautious,regretful,indifferent,anticipating,accusing,amused,thoughtful,playful,amused,tentative,friendly,fantasizing,preoccupied,curious,pensive,incredulous,hostile,cautious,interested,reflective,flirtatious,confident,bewildered,guilty,distrustful,nervous,suspicious,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Picture 6,Picture 4,Picture 8,Picture 8,Picture 3,Picture 2,Picture 7,Picture 3,Picture 1,Picture 8,Picture 7,Picture 8,Picture 5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red Lego brick,Black chair,Watching television,Green Lego brick,Black chair,Reading,Blue chair,Black chair,Watching television,NA,NA,NA,NA,NA,NA,NA,NA,NA
